combined_shot_type,loc_x,loc_y,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_range,opponent,shot_id
Jump Shot,1,85,8,3,0,2000-01,8,8,0.0,2PT Field Goal,Center(C),8-16 ft.,GSW,1245
Jump Shot,1,91,8,3,0,2000-01,1,9,,2PT Field Goal,Center(C),8-16 ft.,GSW,1246
Layup,0,0,7,3,0,2000-01,18,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,GSW,1247
Jump Shot,14,61,3,3,0,2000-01,5,6,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,GSW,1248
Layup,0,0,2,3,0,2000-01,43,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,GSW,1249
Layup,0,0,2,3,0,2000-01,13,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,GSW,1250
Jump Shot,87,66,10,1,0,2000-01,37,10,0.0,2PT Field Goal,Right Side(R),8-16 ft.,GSW,1251
Jump Shot,117,171,9,1,0,2000-01,2,20,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,GSW,1252
Jump Shot,-52,32,8,1,0,2000-01,23,6,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,GSW,1253
Jump Shot,-31,49,8,1,0,2000-01,12,5,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,GSW,1254
Jump Shot,30,21,3,1,0,2000-01,59,3,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,GSW,1255
Dunk,0,0,0,2,0,2000-01,25,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,GSW,1257
Layup,0,0,11,3,0,2000-01,50,0,,2PT Field Goal,Center(C),Less Than 8 ft.,GSW,1258
Jump Shot,-168,17,10,3,0,2000-01,26,16,,2PT Field Goal,Left Side(L),16-24 ft.,GSW,1259
Layup,0,0,4,3,0,2000-01,55,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,GSW,1260
Dunk,0,0,2,3,0,2000-01,48,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,GSW,1261
Dunk,0,0,4,4,0,2000-01,15,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,GSW,1262
Layup,0,0,3,4,0,2000-01,1,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,GSW,1263
Jump Shot,-153,-15,2,4,0,2000-01,33,15,1.0,2PT Field Goal,Left Side(L),8-16 ft.,GSW,1264
Jump Shot,-52,150,1,4,0,2000-01,20,15,0.0,2PT Field Goal,Center(C),8-16 ft.,GSW,1265
Jump Shot,-67,95,0,4,0,2000-01,35,11,1.0,2PT Field Goal,Left Side(L),8-16 ft.,GSW,1266
Jump Shot,-25,251,0,4,0,2000-01,8,25,1.0,3PT Field Goal,Center(C),24+ ft.,GSW,1267
Jump Shot,1,101,9,1,0,2000-01,46,10,,2PT Field Goal,Center(C),8-16 ft.,TOR,1268
Jump Shot,-111,125,9,1,0,2000-01,21,16,0.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,TOR,1269
Jump Shot,115,163,7,1,0,2000-01,8,19,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,TOR,1270
Tip Shot,0,0,6,1,0,2000-01,42,0,,2PT Field Goal,Center(C),Less Than 8 ft.,TOR,1271
Layup,0,0,4,1,0,2000-01,13,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,TOR,1272
Jump Shot,7,91,2,1,0,2000-01,22,9,,2PT Field Goal,Center(C),8-16 ft.,TOR,1273
Jump Shot,-84,91,1,1,0,2000-01,28,12,0.0,2PT Field Goal,Left Side(L),8-16 ft.,TOR,1274
Jump Shot,121,141,4,2,0,2000-01,16,18,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,TOR,1275
Layup,0,0,2,2,0,2000-01,40,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,TOR,1276
Jump Shot,-189,51,0,2,0,2000-01,0,19,0.0,2PT Field Goal,Left Side(L),16-24 ft.,TOR,1277
Tip Shot,0,0,11,3,0,2000-01,36,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,TOR,1278
Jump Shot,85,156,9,3,0,2000-01,25,17,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,TOR,1280
Layup,0,0,8,3,0,2000-01,22,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,TOR,1281
Jump Shot,22,74,7,3,0,2000-01,9,7,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,TOR,1282
Jump Shot,155,101,5,3,0,2000-01,34,18,0.0,2PT Field Goal,Right Side(R),16-24 ft.,TOR,1283
Jump Shot,-90,146,5,3,0,2000-01,26,17,,2PT Field Goal,Left Side Center(LC),16-24 ft.,TOR,1284
Jump Shot,169,40,4,3,0,2000-01,43,17,0.0,2PT Field Goal,Right Side(R),16-24 ft.,TOR,1285
Jump Shot,-84,247,4,3,0,2000-01,3,26,,3PT Field Goal,Left Side Center(LC),24+ ft.,TOR,1286
Jump Shot,-54,34,3,3,0,2000-01,43,6,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,TOR,1287
Layup,0,0,3,3,0,2000-01,38,0,,2PT Field Goal,Center(C),Less Than 8 ft.,TOR,1288
Dunk,0,0,1,3,0,2000-01,59,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,TOR,1289
Jump Shot,-39,203,1,3,0,2000-01,23,20,1.0,2PT Field Goal,Center(C),16-24 ft.,TOR,1290
Jump Shot,-141,23,0,3,0,2000-01,50,14,1.0,2PT Field Goal,Left Side(L),8-16 ft.,TOR,1291
Jump Shot,58,74,0,3,0,2000-01,3,9,0.0,2PT Field Goal,Right Side(R),8-16 ft.,TOR,1292
Jump Shot,-27,112,11,4,0,2000-01,7,11,0.0,2PT Field Goal,Center(C),8-16 ft.,TOR,1294
Layup,0,0,8,4,0,2000-01,34,0,,2PT Field Goal,Center(C),Less Than 8 ft.,TOR,1296
Jump Shot,148,7,6,4,0,2000-01,27,14,,2PT Field Goal,Right Side(R),8-16 ft.,TOR,1297
Dunk,0,0,5,4,0,2000-01,57,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,TOR,1298
Jump Shot,134,135,5,4,0,2000-01,23,19,,2PT Field Goal,Right Side Center(RC),16-24 ft.,TOR,1299
Jump Shot,-153,85,4,4,0,2000-01,44,17,1.0,2PT Field Goal,Left Side(L),16-24 ft.,TOR,1300
Jump Shot,-54,253,4,4,0,2000-01,6,25,0.0,3PT Field Goal,Center(C),24+ ft.,TOR,1301
Jump Shot,-141,85,10,1,0,2000-01,38,16,0.0,2PT Field Goal,Left Side(L),16-24 ft.,SAS,1302
Jump Shot,-111,2,10,1,0,2000-01,23,11,0.0,2PT Field Goal,Left Side(L),8-16 ft.,SAS,1303
Jump Shot,49,118,7,1,0,2000-01,11,12,1.0,2PT Field Goal,Center(C),8-16 ft.,SAS,1304
Jump Shot,-98,131,6,1,0,2000-01,33,16,0.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,SAS,1305
Layup,0,0,5,1,0,2000-01,12,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,SAS,1306
Layup,0,0,3,1,0,2000-01,53,0,,2PT Field Goal,Center(C),Less Than 8 ft.,SAS,1307
Jump Shot,-126,57,3,1,0,2000-01,25,13,0.0,2PT Field Goal,Left Side(L),8-16 ft.,SAS,1308
Jump Shot,94,108,2,1,0,2000-01,44,14,0.0,2PT Field Goal,Right Side(R),8-16 ft.,SAS,1309
Jump Shot,-63,125,1,1,0,2000-01,43,13,,2PT Field Goal,Center(C),8-16 ft.,SAS,1310
Jump Shot,142,108,6,2,0,2000-01,34,17,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,SAS,1311
Layup,0,0,5,2,0,2000-01,47,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,SAS,1312
Jump Shot,85,13,3,2,0,2000-01,34,8,0.0,2PT Field Goal,Right Side(R),8-16 ft.,SAS,1313
Layup,0,0,3,2,0,2000-01,16,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,SAS,1314
Layup,0,0,10,3,0,2000-01,58,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,SAS,1315
Jump Shot,94,-2,9,3,0,2000-01,47,9,1.0,2PT Field Goal,Right Side(R),8-16 ft.,SAS,1316
Jump Shot,14,74,8,3,0,2000-01,59,7,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,SAS,1317
Jump Shot,115,85,7,3,0,2000-01,26,14,0.0,2PT Field Goal,Right Side(R),8-16 ft.,SAS,1318
Layup,0,0,0,3,0,2000-01,0,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,SAS,1323
Jump Shot,49,85,11,4,0,2000-01,38,9,1.0,2PT Field Goal,Center(C),8-16 ft.,SAS,1324
Jump Shot,-77,7,7,4,0,2000-01,29,7,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,SAS,1325
Jump Shot,58,47,3,4,0,2000-01,40,7,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,SAS,1326
Layup,0,0,2,4,0,2000-01,37,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,SAS,1327
Jump Shot,-77,186,0,4,0,2000-01,55,20,0.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,SAS,1328
Jump Shot,73,163,0,4,0,2000-01,46,17,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,SAS,1329
Hook Shot,94,2,4,5,0,2000-01,48,9,1.0,2PT Field Goal,Right Side(R),8-16 ft.,SAS,1330
Jump Shot,127,125,4,5,0,2000-01,15,17,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,SAS,1331
Jump Shot,-6,169,3,5,0,2000-01,10,16,0.0,2PT Field Goal,Center(C),16-24 ft.,SAS,1332
Dunk,0,0,1,5,0,2000-01,21,0,,2PT Field Goal,Center(C),Less Than 8 ft.,SAS,1333
Jump Shot,132,114,6,1,0,2000-01,57,17,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,DET,1335
Dunk,0,0,4,1,0,2000-01,42,0,,2PT Field Goal,Center(C),Less Than 8 ft.,DET,1336
Jump Shot,-172,34,0,1,0,2000-01,50,17,0.0,2PT Field Goal,Left Side(L),16-24 ft.,DET,1337
Jump Shot,153,213,3,2,0,2000-01,48,26,0.0,3PT Field Goal,Right Side Center(RC),24+ ft.,DET,1338
Jump Shot,-157,63,3,2,0,2000-01,8,16,0.0,2PT Field Goal,Left Side(L),16-24 ft.,DET,1339
Jump Shot,119,91,2,2,0,2000-01,36,14,1.0,2PT Field Goal,Right Side(R),8-16 ft.,DET,1340
Jump Shot,18,163,2,2,0,2000-01,14,16,0.0,2PT Field Goal,Center(C),16-24 ft.,DET,1341
Jump Shot,212,148,10,3,0,2000-01,19,25,,3PT Field Goal,Right Side Center(RC),24+ ft.,DET,1342
Jump Shot,161,74,8,3,0,2000-01,42,17,0.0,2PT Field Goal,Right Side(R),16-24 ft.,DET,1343
Jump Shot,-94,129,5,3,0,2000-01,53,15,1.0,2PT Field Goal,Left Side(L),8-16 ft.,DET,1344
Jump Shot,-145,97,3,3,0,2000-01,47,17,1.0,2PT Field Goal,Left Side(L),16-24 ft.,DET,1345
Jump Shot,-151,91,1,3,0,2000-01,2,17,0.0,2PT Field Goal,Left Side(L),16-24 ft.,DET,1346
Layup,0,0,0,3,0,2000-01,4,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,DET,1347
Jump Shot,68,51,11,4,0,2000-01,2,8,1.0,2PT Field Goal,Right Side(R),8-16 ft.,DET,1348
Jump Shot,62,57,10,4,0,2000-01,13,8,,2PT Field Goal,Right Side(R),8-16 ft.,DET,1349
Jump Shot,-166,57,9,4,0,2000-01,5,17,1.0,2PT Field Goal,Left Side(L),16-24 ft.,DET,1350
Jump Shot,77,152,6,4,0,2000-01,17,17,,2PT Field Goal,Right Side Center(RC),16-24 ft.,DET,1352
Jump Shot,104,163,4,4,0,2000-01,48,19,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,DET,1353
Layup,0,0,3,4,0,2000-01,44,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,DET,1354
Jump Shot,-124,135,3,4,0,2000-01,5,18,0.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,DET,1355
Layup,0,0,2,4,0,2000-01,26,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,DET,1356
Jump Shot,-94,274,1,4,0,2000-01,24,28,0.0,3PT Field Goal,Left Side Center(LC),24+ ft.,DET,1357
Jump Shot,-136,47,0,4,0,2000-01,30,14,0.0,2PT Field Goal,Left Side(L),8-16 ft.,DET,1358
Jump Shot,-50,47,0,4,0,2000-01,2,6,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,DET,1359
Jump Shot,77,91,4,5,0,2000-01,0,11,1.0,2PT Field Goal,Right Side(R),8-16 ft.,DET,1360
Jump Shot,161,47,3,5,0,2000-01,10,16,1.0,2PT Field Goal,Right Side(R),16-24 ft.,DET,1361
Jump Shot,47,91,0,5,0,2000-01,32,10,1.0,2PT Field Goal,Center(C),8-16 ft.,DET,1362
Dunk,11,0,8,1,0,2000-01,17,1,,2PT Field Goal,Center(C),Less Than 8 ft.,WAS,1363
Dunk,11,-6,4,1,0,2000-01,7,1,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,WAS,1364
Jump Shot,-44,0,0,1,0,2000-01,51,4,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,WAS,1365
Jump Shot,3,57,0,1,0,2000-01,31,5,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,WAS,1366
Jump Shot,-229,70,1,2,0,2000-01,48,23,,3PT Field Goal,Left Side(L),24+ ft.,WAS,1367
Jump Shot,-101,-6,0,2,0,2000-01,52,10,1.0,2PT Field Goal,Left Side(L),8-16 ft.,WAS,1368
Jump Shot,3,196,0,2,0,2000-01,32,19,0.0,2PT Field Goal,Center(C),16-24 ft.,WAS,1369
Jump Shot,98,234,0,2,0,2000-01,0,25,1.0,3PT Field Goal,Right Side Center(RC),24+ ft.,WAS,1370
Jump Shot,47,9,9,3,0,2000-01,43,4,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,WAS,1371
Jump Shot,-145,9,7,3,0,2000-01,8,14,0.0,2PT Field Goal,Left Side(L),8-16 ft.,WAS,1372
Jump Shot,89,196,3,3,0,2000-01,47,21,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,WAS,1374
Dunk,11,9,0,3,0,2000-01,48,1,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,WAS,1376
Jump Shot,24,42,0,3,0,2000-01,23,4,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,WAS,1377
Jump Shot,3,200,11,4,0,2000-01,44,20,0.0,2PT Field Goal,Center(C),16-24 ft.,WAS,1378
Jump Shot,32,47,11,4,0,2000-01,27,5,,2PT Field Goal,Center(C),Less Than 8 ft.,WAS,1379
Jump Shot,-65,55,10,1,0,2000-01,3,8,0.0,2PT Field Goal,Left Side(L),8-16 ft.,ORL,1381
Dunk,0,0,11,2,0,2000-01,6,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,ORL,1383
Jump Shot,-145,0,7,2,0,2000-01,19,14,,2PT Field Goal,Left Side(L),8-16 ft.,ORL,1384
Jump Shot,-23,194,5,2,0,2000-01,14,19,0.0,2PT Field Goal,Center(C),16-24 ft.,ORL,1386
Jump Shot,-166,55,2,2,0,2000-01,41,17,0.0,2PT Field Goal,Left Side(L),16-24 ft.,ORL,1387
Jump Shot,-1,49,10,3,0,2000-01,33,4,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,ORL,1388
Jump Shot,-151,-38,9,3,0,2000-01,40,15,0.0,2PT Field Goal,Left Side(L),8-16 ft.,ORL,1389
Jump Shot,140,-38,8,3,0,2000-01,25,14,1.0,2PT Field Goal,Right Side(R),8-16 ft.,ORL,1390
Jump Shot,146,144,3,3,0,2000-01,53,20,,2PT Field Goal,Right Side Center(RC),16-24 ft.,ORL,1391
Jump Shot,-8,255,9,4,0,2000-01,46,25,0.0,3PT Field Goal,Center(C),24+ ft.,ORL,1392
Jump Shot,62,154,9,4,0,2000-01,9,16,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,ORL,1393
Jump Shot,182,137,3,4,0,2000-01,12,22,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,ORL,1394
Layup,0,0,2,4,0,2000-01,34,0,,2PT Field Goal,Center(C),Less Than 8 ft.,ORL,1395
Jump Shot,-115,-32,2,4,0,2000-01,7,11,0.0,2PT Field Goal,Left Side(L),8-16 ft.,ORL,1396
Jump Shot,161,21,1,4,0,2000-01,27,16,0.0,2PT Field Goal,Right Side(R),16-24 ft.,ORL,1397
Jump Shot,132,61,7,1,0,2000-01,58,14,0.0,2PT Field Goal,Right Side(R),8-16 ft.,ATL,1398
Layup,0,0,11,2,0,2000-01,10,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,ATL,1400
Jump Shot,68,55,10,2,0,2000-01,38,8,0.0,2PT Field Goal,Right Side(R),8-16 ft.,ATL,1401
Dunk,0,0,8,2,0,2000-01,39,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,ATL,1402
Layup,0,0,5,2,0,2000-01,16,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,ATL,1404
Jump Shot,-1,51,4,2,0,2000-01,31,5,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,ATL,1405
Jump Shot,-101,0,3,2,0,2000-01,34,10,0.0,2PT Field Goal,Left Side(L),8-16 ft.,ATL,1406
Jump Shot,-193,66,1,2,0,2000-01,2,20,1.0,2PT Field Goal,Left Side(L),16-24 ft.,ATL,1407
Dunk,0,0,10,3,0,2000-01,56,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,ATL,1408
Jump Shot,-71,17,10,3,0,2000-01,2,7,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,ATL,1409
Layup,0,0,6,3,0,2000-01,56,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,ATL,1410
Jump Shot,39,34,5,3,0,2000-01,16,5,,2PT Field Goal,Center(C),Less Than 8 ft.,ATL,1411
Jump Shot,153,40,4,3,0,2000-01,3,15,,2PT Field Goal,Right Side(R),8-16 ft.,ATL,1412
Jump Shot,-16,55,3,3,0,2000-01,32,5,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,ATL,1413
Jump Shot,-44,7,9,4,0,2000-01,18,4,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,ATL,1414
Layup,0,0,1,4,0,2000-01,42,0,,2PT Field Goal,Center(C),Less Than 8 ft.,ATL,1415
Layup,0,0,1,4,0,2000-01,36,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,ATL,1416
Jump Shot,140,13,1,4,0,2000-01,14,14,,2PT Field Goal,Right Side(R),8-16 ft.,ATL,1417
Layup,0,0,0,4,0,2000-01,38,0,,2PT Field Goal,Center(C),Less Than 8 ft.,ATL,1418
Jump Shot,11,150,0,4,0,2000-01,0,15,,2PT Field Goal,Center(C),8-16 ft.,ATL,1419
Jump Shot,132,110,10,1,0,2000-01,24,17,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,MIL,1420
Jump Shot,68,-6,8,1,0,2000-01,58,6,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,MIL,1421
Jump Shot,18,200,7,1,0,2000-01,19,20,0.0,2PT Field Goal,Center(C),16-24 ft.,MIL,1422
Jump Shot,125,55,3,1,0,2000-01,6,13,,2PT Field Goal,Right Side(R),8-16 ft.,MIL,1423
Jump Shot,47,160,8,2,0,2000-01,27,16,0.0,2PT Field Goal,Center(C),16-24 ft.,MIL,1424
Layup,0,0,7,2,0,2000-01,42,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,MIL,1425
Layup,0,0,2,2,0,2000-01,18,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,MIL,1426
Jump Shot,98,-6,1,2,0,2000-01,13,9,0.0,2PT Field Goal,Right Side(R),8-16 ft.,MIL,1427
Jump Shot,146,82,9,3,0,2000-01,9,16,1.0,2PT Field Goal,Right Side(R),16-24 ft.,MIL,1429
Jump Shot,98,99,7,3,0,2000-01,55,13,1.0,2PT Field Goal,Right Side(R),8-16 ft.,MIL,1430
Jump Shot,-109,49,4,3,0,2000-01,48,11,0.0,2PT Field Goal,Left Side(L),8-16 ft.,MIL,1431
Jump Shot,140,42,4,3,0,2000-01,32,14,0.0,2PT Field Goal,Right Side(R),8-16 ft.,MIL,1432
Jump Shot,0,0,9,4,0,2000-01,28,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,MIL,1433
Jump Shot,22,163,9,1,0,2000-01,26,16,,2PT Field Goal,Center(C),16-24 ft.,NYK,1435
Jump Shot,94,253,4,1,0,2000-01,59,26,0.0,3PT Field Goal,Right Side Center(RC),24+ ft.,NYK,1436
Jump Shot,-77,270,2,1,0,2000-01,25,28,0.0,3PT Field Goal,Center(C),24+ ft.,NYK,1437
Jump Shot,134,112,1,1,0,2000-01,33,17,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,NYK,1438
Jump Shot,-111,40,10,1,0,2000-01,48,11,0.0,2PT Field Goal,Left Side(L),8-16 ft.,PHX,1439
Jump Shot,-126,-8,10,1,0,2000-01,47,12,1.0,2PT Field Goal,Left Side(L),8-16 ft.,PHX,1440
Jump Shot,163,108,6,1,0,2000-01,32,19,,2PT Field Goal,Right Side(R),16-24 ft.,PHX,1441
Jump Shot,85,152,5,1,0,2000-01,59,17,,2PT Field Goal,Right Side Center(RC),16-24 ft.,PHX,1442
Jump Shot,142,101,5,1,0,2000-01,9,17,1.0,2PT Field Goal,Right Side(R),16-24 ft.,PHX,1443
Jump Shot,-141,-8,3,2,0,2000-01,30,14,,2PT Field Goal,Left Side(L),8-16 ft.,PHX,1445
Jump Shot,-126,40,1,2,0,2000-01,51,13,0.0,2PT Field Goal,Left Side(L),8-16 ft.,PHX,1446
Jump Shot,-147,23,7,3,0,2000-01,34,14,0.0,2PT Field Goal,Left Side(L),8-16 ft.,PHX,1447
Jump Shot,169,-2,5,3,0,2000-01,26,16,1.0,2PT Field Goal,Right Side(R),16-24 ft.,PHX,1449
Jump Shot,-48,192,2,3,0,2000-01,6,19,0.0,2PT Field Goal,Center(C),16-24 ft.,PHX,1450
Jump Shot,134,118,0,3,0,2000-01,14,17,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,PHX,1451
Jump Shot,-126,85,11,4,0,2000-01,1,15,0.0,2PT Field Goal,Left Side(L),8-16 ft.,PHX,1452
Jump Shot,127,131,10,1,0,2000-01,25,18,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,MIN,1453
Jump Shot,7,57,9,1,0,2000-01,8,5,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,MIN,1454
Jump Shot,100,156,8,1,0,2000-01,30,18,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,MIN,1455
Dunk,0,0,7,1,0,2000-01,24,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,MIN,1456
Jump Shot,106,118,5,1,0,2000-01,5,15,0.0,2PT Field Goal,Right Side(R),8-16 ft.,MIN,1457
Layup,0,0,4,1,0,2000-01,42,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,MIN,1458
Jump Shot,134,118,4,1,0,2000-01,8,17,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,MIN,1459
Jump Shot,-111,152,1,1,0,2000-01,24,18,0.0,2PT Field Goal,Left Side Center(LC),16-24 ft.,MIN,1460
Jump Shot,106,125,10,2,0,2000-01,33,16,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,MIN,1461
Jump Shot,-27,97,10,3,0,2000-01,37,10,,2PT Field Goal,Center(C),8-16 ft.,MIN,1462
Jump Shot,1,156,9,3,0,2000-01,23,15,1.0,2PT Field Goal,Center(C),8-16 ft.,MIN,1463
Layup,0,0,8,3,0,2000-01,17,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,MIN,1464
Jump Shot,100,108,7,3,0,2000-01,50,14,0.0,2PT Field Goal,Right Side(R),8-16 ft.,MIN,1465
Jump Shot,127,-8,5,3,0,2000-01,13,12,1.0,2PT Field Goal,Right Side(R),8-16 ft.,MIN,1467
Jump Shot,-160,13,4,3,0,2000-01,39,16,,2PT Field Goal,Left Side(L),16-24 ft.,MIN,1468
Layup,0,0,2,3,0,2000-01,58,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,MIN,1469
Jump Shot,-18,192,2,3,0,2000-01,36,19,,2PT Field Goal,Center(C),16-24 ft.,MIN,1470
Jump Shot,-126,-15,2,3,0,2000-01,3,12,1.0,2PT Field Goal,Left Side(L),8-16 ft.,MIN,1471
Layup,0,0,1,3,0,2000-01,32,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,MIN,1472
Jump Shot,35,135,1,3,0,2000-01,4,13,1.0,2PT Field Goal,Center(C),8-16 ft.,MIN,1473
Jump Shot,155,13,0,3,0,2000-01,30,15,,2PT Field Goal,Right Side(R),8-16 ft.,MIN,1474
Layup,0,0,9,4,0,2000-01,26,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,MIN,1475
Jump Shot,134,163,5,1,0,2000-01,22,21,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,POR,1477
Jump Shot,142,-29,10,2,0,2000-01,9,14,1.0,2PT Field Goal,Right Side(R),8-16 ft.,POR,1479
Jump Shot,14,274,9,2,0,2000-01,38,27,,3PT Field Goal,Center(C),24+ ft.,POR,1480
Layup,0,0,8,2,0,2000-01,11,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,POR,1481
Layup,0,0,1,2,0,2000-01,10,0,,2PT Field Goal,Center(C),Less Than 8 ft.,POR,1482
Layup,0,0,0,2,0,2000-01,1,0,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,POR,1483
Jump Shot,73,207,10,3,0,2000-01,33,21,0.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,POR,1484
Jump Shot,-69,135,7,3,0,2000-01,11,15,0.0,2PT Field Goal,Center(C),8-16 ft.,POR,1486
Layup,0,0,6,3,0,2000-01,54,0,,2PT Field Goal,Center(C),Less Than 8 ft.,POR,1487
Layup,0,0,5,3,0,2000-01,58,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,POR,1488
Layup,0,0,4,3,0,2000-01,22,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,POR,1489
Jump Shot,94,156,3,3,0,2000-01,17,18,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,POR,1490
Jump Shot,1,118,0,3,0,2000-01,0,11,0.0,2PT Field Goal,Center(C),8-16 ft.,POR,1492
Jump Shot,241,7,11,4,0,2000-01,45,24,0.0,3PT Field Goal,Right Side(R),24+ ft.,POR,1493
Layup,0,0,4,4,0,2000-01,48,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,POR,1495
Jump Shot,-84,112,3,4,0,2000-01,57,14,1.0,2PT Field Goal,Left Side(L),8-16 ft.,POR,1496
Jump Shot,-105,-8,3,4,0,2000-01,10,10,0.0,2PT Field Goal,Left Side(L),8-16 ft.,POR,1497
Jump Shot,155,125,7,1,0,2000-01,26,19,1.0,2PT Field Goal,Right Side Center(RC),16-24 ft.,DEN,1498
Jump Shot,73,253,5,1,0,2000-01,51,26,1.0,3PT Field Goal,Center(C),24+ ft.,DEN,1499
Layup,0,0,7,2,0,2000-01,38,0,1.0,2PT Field Goal,Center(C),Less Than 8 ft.,DEN,1502
Jump Shot,-48,40,5,2,0,2000-01,51,6,0.0,2PT Field Goal,Center(C),Less Than 8 ft.,DEN,1504
